"Car_id","Model","Engine","Transmission","Color","Body Style","price ($)"
"C_CND_009504","Accord","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_009505","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","21000"
"C_CND_009506","SLK","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","46000"
"C_CND_009507","Civic","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","25000"
"C_CND_009508","Boxter","Overhead Camshaft","Manual","Pale White","SUV","24500"
"C_CND_009509","A4","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","27000"
"C_CND_009510","LX470","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","15000"
"C_CND_009511","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","22100"
"C_CND_009512","Ram Pickup","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","57001"
"C_CND_009513","Expedition","Overhead Camshaft","Manual","Pale White","SUV","14000"
"C_CND_009514","Golf","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","18000"
"C_CND_009515","Sentra","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","25000"
"C_CND_009516","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","31000"
"C_CND_009517","Regal","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","19000"
"C_CND_009518","LHS","Overhead Camshaft","Manual","Pale White","Hatchback","41000"
"C_CND_009519","TL","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","29000"
"C_CND_009520","Altima","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20800"
"C_CND_009521","DeVille","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22001"
"C_CND_009522","Stratus","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31001"
"C_CND_009523","Intrepid","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","31001"
"C_CND_009524","Park Avenue","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","61001"
"C_CND_009525","Viper","Overhead Camshaft","Manual","Black","SUV","26001"
"C_CND_009526","328i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18501"
"C_CND_009527","Bravada","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19001"
"C_CND_009528","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","22001"
"C_CND_009529","Concorde","Overhead Camshaft","Manual","Pale White","Hatchback","28001"
"C_CND_009530","Prizm","Overhead Camshaft","Manual","Pale White","Hatchback","22001"
"C_CND_009531","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","16001"
"C_CND_009532","C70","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","49001"
"C_CND_009533","Ram Pickup","Overhead Camshaft","Manual","Black","Hatchback","19000"
"C_CND_009534","Eldorado","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","31100"
"C_CND_009535","LW","Overhead Camshaft","Manual","Pale White","Hatchback","49000"
"C_CND_009536","Sebring Conv.","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","16001"
"C_CND_009537","Sonata","Overhead Camshaft","Manual","Black","SUV","20001"
"C_CND_009538","Aurora","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","24001"
"C_CND_009539","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","16001"
"C_CND_009540","A4","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","27001"
"C_CND_009541","3000GT","Overhead Camshaft","Manual","Pale White","Sedan","20001"
"C_CND_009542","LX470","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","22001"
"C_CND_009543","528i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","31501"
"C_CND_009544","Explorer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","42001"
"C_CND_009545","A6","Overhead Camshaft","Manual","Pale White","SUV","24001"
"C_CND_009546","Sebring Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","22001"
"C_CND_009547","Eldorado","Overhead Camshaft","Manual","Pale White","Passenger","37001"
"C_CND_009548","Ram Wagon","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","22001"
"C_CND_009549","SL-Class","Overhead Camshaft","Manual","Pale White","Hardtop","26001"
"C_CND_009550","C70","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","49001"
"C_CND_009551","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","25501"
"C_CND_009552","3000GT","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","39001"
"C_CND_009553","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26001"
"C_CND_009554","RAV4","Overhead Camshaft","Manual","Black","Hatchback","85001"
"C_CND_009555","SLK","Overhead Camshaft","Manual","Black","Passenger","26001"
"C_CND_009556","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","19000"
"C_CND_009557","S70","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","32000"
"C_CND_009558","Passport","Overhead Camshaft","Manual","Pale White","Hardtop","27000"
"C_CND_009559","Golf","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","18000"
"C_CND_009560","Beetle","Overhead Camshaft","Manual","Pale White","Hardtop","21000"
"C_CND_009561","Grand Marquis","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","19500"
"C_CND_009562","Continental","Overhead Camshaft","Manual","Black","Passenger","42000"
"C_CND_009563","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21001"
"C_CND_009564","Prizm","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","33500"
"C_CND_009565","Tacoma","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","53000"
"C_CND_009566","Sonata","Overhead Camshaft","Manual","Black","SUV","15000"
"C_CND_009567","3000GT","Overhead Camshaft","Manual","Pale White","Sedan","24900"
"C_CND_009568","S70","Overhead Camshaft","Manual","Pale White","Hardtop","21200"
"C_CND_009569","Concorde","Overhead Camshaft","Manual","Black","Hardtop","18000"
"C_CND_009570","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","18500"
"C_CND_009571","Civic","Overhead Camshaft","Manual","Pale White","Hatchback","45000"
"C_CND_009572","Grand Cherokee","Overhead Camshaft","Manual","Pale White","SUV","15200"
"C_CND_009573","Grand Am","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","19000"
"C_CND_009574","Park Avenue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","12000"
"C_CND_009575","3000GT","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19000"
"C_CND_009576","SL-Class","Overhead Camshaft","Manual","Pale White","SUV","17501"
"C_CND_009577","Escalade","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","26000"
"C_CND_009578","Sable","Overhead Camshaft","Manual","Pale White","Sedan","61000"
"C_CND_009579","LX470","Overhead Camshaft","Manual","Pale White","SUV","54000"
"C_CND_009580","Cavalier","Overhead Camshaft","Manual","Pale White","SUV","20500"
"C_CND_009581","Tacoma","Overhead Camshaft","Manual","Pale White","SUV","82750"
"C_CND_009582","GTI","Overhead Camshaft","Manual","Pale White","SUV","28000"
"C_CND_009583","Grand Marquis","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","19200"
"C_CND_009584","Intrigue","Overhead Camshaft","Manual","Pale White","SUV","37500"
"C_CND_009585","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","21000"
"C_CND_009586","Ranger","Overhead Camshaft","Manual","Black","SUV","25000"
"C_CND_009587","Avalon","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","18000"
"C_CND_009588","S80","Overhead Camshaft","Manual","Pale White","Sedan","21100"
"C_CND_009589","Eclipse","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","27000"
"C_CND_009590","S-Class","Overhead Camshaft","Manual","Black","SUV","85000"
"C_CND_009591","Forester","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","22500"
"C_CND_009592","Durango","Overhead Camshaft","Manual","Pale White","SUV","27000"
"C_CND_009593","Forester","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","22000"
"C_CND_009594","Corolla","Overhead Camshaft","Manual","Pale White","Passenger","22000"
"C_CND_009595","Malibu","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_009596","S40","Overhead Camshaft","Manual","Pale White","Sedan","17000"
"C_CND_009597","LX470","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","22000"
"C_CND_009598","RAV4","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","28000"
"C_CND_009599","Sonata","Overhead Camshaft","Manual","Pale White","SUV","13000"
"C_CND_009600","Intrigue","Overhead Camshaft","Manual","Pale White","SUV","25000"
"C_CND_009601","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","19500"
"C_CND_009602","Outback","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","19000"
"C_CND_009603","Bravada","Overhead Camshaft","Manual","Pale White","Hatchback","34000"
"C_CND_009604","Malibu","Overhead Camshaft","Manual","Pale White","Hardtop","14000"
"C_CND_009605","Quest","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","32000"
"C_CND_009606","S40","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","42000"
"C_CND_009607","Cabrio","Overhead Camshaft","Manual","Pale White","Sedan","25000"
"C_CND_009608","Taurus","Overhead Camshaft","Manual","Pale White","SUV","22100"
"C_CND_009609","SL-Class","Overhead Camshaft","Manual","Pale White","Hardtop","17000"
"C_CND_009610","CL500","Overhead Camshaft","Manual","Black","SUV","22500"
"C_CND_009611","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","10500"
"C_CND_009612","TL","Overhead Camshaft","Manual","Pale White","Hatchback","14000"
"C_CND_009613","Explorer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18000"
"C_CND_009614","Quest","Overhead Camshaft","Manual","Black","SUV","12000"
"C_CND_009615","Corvette","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","46000"
"C_CND_009616","Sonata","Overhead Camshaft","Manual","Black","SUV","15000"
"C_CND_009617","Sable","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","26500"
"C_CND_009618","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","29000"
"C_CND_009619","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","16500"
"C_CND_009620","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19250"
"C_CND_009621","Monte Carlo","Overhead Camshaft","Manual","Black","Hatchback","44000"
"C_CND_009622","Aurora","Overhead Camshaft","Manual","Pale White","Passenger","71500"
"C_CND_009623","Mustang","Overhead Camshaft","Manual","Pale White","Hatchback","25100"
"C_CND_009624","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","18000"
"C_CND_009625","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","16000"
"C_CND_009626","Regal","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","46000"
"C_CND_009627","C-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","14000"
"C_CND_009628","Sienna","Overhead Camshaft","Manual","Black","Passenger","16000"
"C_CND_009629","Mustang","Overhead Camshaft","Manual","Black","Hatchback","22000"
"C_CND_009630","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","41000"
"C_CND_009631","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","21000"
"C_CND_009632","SLK","Overhead Camshaft","Manual","Black","Passenger","26000"
"C_CND_009633","Xterra","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","9000"
"C_CND_009634","Prizm","Overhead Camshaft","Manual","Pale White","Hardtop","22001"
"C_CND_009635","C70","Overhead Camshaft","Manual","Black","Hatchback","17001"
"C_CND_009636","Seville","Overhead Camshaft","Manual","Black","Hardtop","44001"
"C_CND_009637","A6","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","14001"
"C_CND_009638","Diamante","Overhead Camshaft","Manual","Black","Hatchback","49001"
"C_CND_009639","RAV4","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","27001"
"C_CND_009640","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","16001"
"C_CND_009641","Malibu","Overhead Camshaft","Manual","Pale White","Hardtop","57001"
"C_CND_009642","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","26001"
"C_CND_009643","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","9001"
"C_CND_009644","Aurora","Overhead Camshaft","Manual","Pale White","Passenger","34001"
"C_CND_009645","Diamante","Overhead Camshaft","Manual","Pale White","Hatchback","19001"
"C_CND_009646","GTI","Overhead Camshaft","Manual","Black","SUV","25081"
"C_CND_009647","Corvette","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","25001"
"C_CND_009648","A6","Overhead Camshaft","Manual","Pale White","SUV","14001"
"C_CND_009649","Escort","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","15001"
"C_CND_009650","LX470","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","15001"
"C_CND_009651","GS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31001"
"C_CND_009652","Wrangler","Overhead Camshaft","Manual","Pale White","Hatchback","23000"
"C_CND_009653","528i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","31000"
"C_CND_009654","Celica","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","31000"
"C_CND_009655","Ram Pickup","Overhead Camshaft","Manual","Black","Hardtop","19000"
"C_CND_009656","Pathfinder","Overhead Camshaft","Manual","Pale White","Hardtop","11000"
"C_CND_009657","Beetle","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","45000"
"C_CND_009658","A8","Overhead Camshaft","Manual","Black","Passenger","44001"
"C_CND_009659","Passat","Overhead Camshaft","Manual","Pale White","Hatchback","20001"
"C_CND_009660","A6","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","42001"
"C_CND_009661","C70","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","12000"
"C_CND_009662","Ram Wagon","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","22000"
"C_CND_009663","C70","Overhead Camshaft","Manual","Black","Hatchback","36100"
"C_CND_009664","Explorer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","42000"
"C_CND_009665","Prowler","Overhead Camshaft","Manual","Pale White","Hatchback","16000"
"C_CND_009666","Outback","Overhead Camshaft","Manual","Pale White","SUV","49000"
"C_CND_009667","Accord","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19000"
"C_CND_009668","328i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","16000"
"C_CND_009669","Sunfire","Overhead Camshaft","Manual","Pale White","Sedan","43000"
"C_CND_009670","Century","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","17000"
"C_CND_009671","S40","Overhead Camshaft","Manual","Pale White","Sedan","17000"
"C_CND_009672","Cutlass","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","41000"
"C_CND_009673","Carrera Cabrio","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","32000"
"C_CND_009674","I30","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","51000"
"C_CND_009675","Neon","Overhead Camshaft","Manual","Black","SUV","29000"
"C_CND_009676","Focus","Overhead Camshaft","Manual","Pale White","SUV","17000"
"C_CND_009677","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","27000"
"C_CND_009678","Lumina","Overhead Camshaft","Manual","Black","Passenger","42000"
"C_CND_009679","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","21000"
"C_CND_009680","Wrangler","Overhead Camshaft","Manual","Pale White","Hatchback","13000"
"C_CND_009681","328i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18500"
"C_CND_009682","Mustang","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","22000"
"C_CND_009683","E-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","15000"
"C_CND_009684","Town & Country","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","42001"
"C_CND_009685","C70","Overhead Camshaft","Manual","Pale White","Hatchback","24601"
"C_CND_009686","GS300","Overhead Camshaft","Manual","Black","Passenger","51501"
"C_CND_009687","Expedition","Overhead Camshaft","Manual","Pale White","SUV","22001"
"C_CND_009688","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","15000"
"C_CND_009689","Celica","Overhead Camshaft","Manual","Pale White","SUV","14000"
"C_CND_009690","Mustang","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","22000"
"C_CND_009691","M-Class","Overhead Camshaft","Manual","Pale White","Hardtop","41800"
"C_CND_009692","Focus","Overhead Camshaft","Manual","Black","Hardtop","49500"
"C_CND_009693","Forester","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","22200"
"C_CND_009694","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","16000"
"C_CND_009695","Camry","Overhead Camshaft","Manual","Black","Hatchback","34000"
"C_CND_009696","Escort","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","15000"
"C_CND_009697","Silhouette","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","12000"
"C_CND_009698","Camaro","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","24000"
"C_CND_009699","Grand Marquis","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","19500"
"C_CND_009700","Ram Van","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","12000"
"C_CND_009701","A8","Overhead Camshaft","Manual","Pale White","Passenger","13000"
"C_CND_009702","Civic","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","25000"
"C_CND_009703","Celica","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","25000"
"C_CND_009704","Villager","Overhead Camshaft","Manual","Pale White","Passenger","16000"
"C_CND_009705","S70","Overhead Camshaft","Manual","Black","Hardtop","22000"
"C_CND_009706","Mustang","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31000"
"C_CND_009707","Concorde","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_009708","Prizm","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","25000"
"C_CND_009709","Sentra","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","16000"
"C_CND_009710","Crown Victoria","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","29200"
"C_CND_009711","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_009712","M-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","18000"
"C_CND_009713","C-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","15500"
"C_CND_009714","Corvette","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","45000"
"C_CND_009715","Corolla","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","41000"
"C_CND_009716","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","13500"
"C_CND_009717","Cabrio","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","17000"
"C_CND_009718","Sebring Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","46000"
"C_CND_009719","Windstar","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19400"
"C_CND_009720","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","33000"
"C_CND_009721","Odyssey","Overhead Camshaft","Manual","Pale White","Passenger","54000"
"C_CND_009722","Cougar","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33000"
"C_CND_009723","Focus","Overhead Camshaft","Manual","Black","Hardtop","49701"
"C_CND_009724","A4","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","27001"
"C_CND_009725","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","41001"
"C_CND_009726","Expedition","Overhead Camshaft","Manual","Black","SUV","18001"
"C_CND_009727","Ram Pickup","Overhead Camshaft","Manual","Pale White","Hardtop","21001"
"C_CND_009728","Continental","Overhead Camshaft","Manual","Pale White","Passenger","82001"
"C_CND_009729","Montero Sport","Overhead Camshaft","Manual","Pale White","Hardtop","12001"
"C_CND_009730","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22001"
"C_CND_009731","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","26101"
"C_CND_009732","Sonata","Overhead Camshaft","Manual","Black","SUV","15001"
"C_CND_009733","Park Avenue","Overhead Camshaft","Manual","Pale White","Hatchback","45501"
"C_CND_009734","Eclipse","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","27001"
"C_CND_009735","Expedition","Overhead Camshaft","Manual","Pale White","SUV","14001"
"C_CND_009736","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","19001"
"C_CND_009737","Forester","Overhead Camshaft","Manual","Pale White","Hardtop","26001"
"C_CND_009738","Beetle","Overhead Camshaft","Manual","Pale White","Hardtop","21001"
"C_CND_009739","Forester","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","22501"
"C_CND_009740","TL","Overhead Camshaft","Manual","Black","Hatchback","21500"
"C_CND_009741","Galant","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","42000"
"C_CND_009742","Ram Pickup","Overhead Camshaft","Manual","Pale White","Hardtop","21000"
"C_CND_009743","Escort","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","15000"
"C_CND_009744","RL","Overhead Camshaft","Manual","Pale White","SUV","31000"
"C_CND_009745","Seville","Overhead Camshaft","Manual","Pale White","Hardtop","22000"
"C_CND_009746","Grand Marquis","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","9001"
"C_CND_009747","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","15000"
"C_CND_009748","Sentra","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","16000"
"C_CND_009749","Sebring Coupe","Overhead Camshaft","Manual","Pale White","Sedan","26000"
"C_CND_009750","S80","Overhead Camshaft","Manual","Pale White","Sedan","21000"
"C_CND_009751","Lumina","Overhead Camshaft","Manual","Black","Passenger","42000"
"C_CND_009752","C-Class","Overhead Camshaft","Manual","Pale White","Hatchback","12200"
"C_CND_009753","SLK","Overhead Camshaft","Manual","Pale White","Passenger","17000"
"C_CND_009754","Carrera Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","22000"
"C_CND_009755","Town car","Overhead Camshaft","Manual","Black","Hatchback","17000"
"C_CND_009756","Montero Sport","Overhead Camshaft","Manual","Pale White","Hardtop","29000"
"C_CND_009757","ES300","Overhead Camshaft","Manual","Black","SUV","34001"
"C_CND_009758","Beetle","Overhead Camshaft","Manual","Pale White","SUV","21001"
"C_CND_009759","LS","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","51001"
"C_CND_009760","Mystique","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","29001"
"C_CND_009761","Forester","Overhead Camshaft","Manual","Pale White","SUV","17001"
"C_CND_009762","LS400","Overhead Camshaft","Manual","Black","Sedan","69001"
"C_CND_009763","Golf","Overhead Camshaft","Manual","Pale White","SUV","17001"
"C_CND_009764","Passport","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26501"
"C_CND_009765","Beetle","Overhead Camshaft","Manual","Pale White","SUV","21001"
"C_CND_009766","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","21001"
"C_CND_009767","Sebring Coupe","Overhead Camshaft","Manual","Pale White","Sedan","21001"
"C_CND_009768","Xterra","Overhead Camshaft","Manual","Pale White","Passenger","31000"
"C_CND_009769","Expedition","Overhead Camshaft","Manual","Black","SUV","18800"
"C_CND_009770","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_009771","Mustang","Overhead Camshaft","Manual","Pale White","Hatchback","43000"
"C_CND_009772","Cougar","Overhead Camshaft","Manual","Pale White","Hatchback","22500"
"C_CND_009773","SLK","Overhead Camshaft","Manual","Pale White","Passenger","17000"
"C_CND_009774","Land Cruiser","Overhead Camshaft","Manual","Pale White","SUV","27000"
"C_CND_009775","SLK","Overhead Camshaft","Manual","Black","Passenger","26000"
"C_CND_009776","SC","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","33000"
"C_CND_009777","Passat","Overhead Camshaft","Manual","Pale White","Hatchback","27000"
"C_CND_009778","A6","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","14000"
"C_CND_009779","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","16000"
"C_CND_009780","528i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","62000"
"C_CND_009781","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","41000"
"C_CND_009782","S-Class","Overhead Camshaft","Manual","Black","SUV","18500"
"C_CND_009783","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","14200"
"C_CND_009784","SW","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","25000"
"C_CND_009785","Tacoma","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","53000"
"C_CND_009786","3-Sep","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","23000"
"C_CND_009787","Mystique","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","29000"
"C_CND_009788","Corvette","Overhead Camshaft","Manual","Pale White","SUV","22000"
"C_CND_009789","Escalade","Overhead Camshaft","Manual","Black","Sedan","34000"
"C_CND_009790","Sable","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","26000"
"C_CND_009791","Tacoma","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","53250"
"C_CND_009792","Quest","Overhead Camshaft","Manual","Black","SUV","12500"
"C_CND_009793","Stratus","Overhead Camshaft","Manual","Pale White","Hatchback","25000"
"C_CND_009794","Camry","Overhead Camshaft","Manual","Black","Hatchback","34000"
"C_CND_009795","Villager","Overhead Camshaft","Manual","Pale White","Passenger","14000"
"C_CND_009796","Metro","Overhead Camshaft","Manual","Pale White","Passenger","13000"
"C_CND_009797","5-Sep","Overhead Camshaft","Manual","Pale White","Hatchback","28000"
"C_CND_009798","SLK230","Overhead Camshaft","Manual","Pale White","Hatchback","14000"
"C_CND_009799","Xterra","Overhead Camshaft","Manual","Pale White","Passenger","31000"
"C_CND_009800","SC","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","33001"
"C_CND_009801","Grand Marquis","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","19101"
